Lemma,Count
zeppelin,1
ziegler,1
zittrain,1
zuckerberg,5
zune,4
,7
,7
,5618
a.m,15
aback,6
abandon,33
abandoner,1
abandonment,2
abate,1
abbreviate,2
aber,1
abide,3
ability,40
abject,1
able,132
abnormal,1
aboard,3
abortion,4
about,692
above,16
abrasive,1
abroad,1
abruptly,6
absence,6
absent,1
absentmindedly,1
absolute,6
absolutely,13
absolutism,1
absorb,7
abstract,1
absurd,2
abundant,1
abuse,6
abusive,3
academic,7
accelerate,1
accent,3
accept,33
acceptable,1
acceptance,2
acces,20
accident,2
accidental,1
accidentally,2
acclaim,1
acclaimed,1
accommodate,4
accommodation,2
accompany,9
accomplish,12
accomplishment,2
accord,25
accordingly,1
account,13
accountability,1
accountant,1
accounting,5
accoutrement,1
accumulate,2
accuracy,1
accurate,2
accurately,2
accusatory,1
accuse,4
accustomed,1
achieve,9
achievement,3
aching,1
acid,14
acknowledge,6
acknowledgment,1
acolyte,2
acoustic,3
acquaintance,1
acquiesce,4
acquire,3
acquisition,3
acre,5
acrimoniou,1
acronym,5
acros,29
act,21
action,10
activate,2
active,7
activism,1
activist,3
activity,3
actor,5
actual,3
actually,60
acupuncture,1
acute,1
acutely,1
ad,99
adamant,3
adamantly,1
adapt,5
adaptable,1
adaptation,1
add,69
addict,1
addicted,1
addition,42
additional,1
addres,20
adept,1
adequacy,1
adequate,3
adhere,2
adherent,1
adjoining,2
adjudicate,2
adjust,4
adjustment,1
adman,2
administration,4
administrator,1
admiration,1
admire,25
admiring,2
admission,3
admit,41
admitting,1
admixture,1
admonition,1
adopt,29
adopted,1
adoption,13
adoptive,3
adorable,1
adore,2
adorn,3
adroit,1
adult,2
advance,15
advanced,6
advancement,2
advantage,22
advent,2
adventure,7
adventurou,1
adverb,1
adversary,1
adverse,1
advertise,2
advertisement,1
advertiser,1
advertising,22
advice,14
advisable,1
advise,5
advisor,19
advisory,1
advocacy,1
advocate,2
aerial,1
aesthetic,13
aesthetically,1
affable,1
affair,1
affect,4
affection,11
affectionate,3
affiliated,1
afflict,3
affliction,1
afford,12
affordable,5
affront,1
afraid,13
after,380
afterlife,1
afternoon,38
afterward,16
again,114
against,55
age,46
aged,2
agency,25
agenda,7
agent,5
aggregate,1
aggregator,1
aggressive,9
aggressively,1
aghast,3
ago,14
agonize,1
agonizing,3
agree,120
agreement,11
ahead,28
aid,3
aide,4
ail,1
ailment,1
aim,15
aimlessly,1
air,15
airborne,1
airfield,1
airplane,9
airplay,1
airport,4
airy,2
aisle,6
aker,1
akido,2
akin,2
alarmed,1
ala,1
albeit,2
album,38
alcoholic,2
algebra,1
algorithm,2
alien,3
alienate,2
align,2
alignment,2
alike,5
alive,10
all,440
allegation,3
allege,4
allergic,3
alleviate,1
alley,1
alliance,1
allocation,2
allow,102
alluring,1
ally,1
almond,1
almost,85
aloft,1
alone,20
along,50
aloof,3
aloofnes,1
aloud,2
already,50
also,296
altar,2
alter,2
alternate,2
alternately,1
alternative,17
although,14
altogether,4
aluminum,7
alway,107
amazed,7
amazement,2
amazing,27
amazingly,3
ambassador,1
amber,1
ambient,1
ambition,4
ambitiou,2
amble,7
ambush,1
amend,1
amendment,1
american,14
amiably,1
amicable,2
amid,2
amnesia,1
among,39
amount,16
ampe,1
ample,1
amplifier,4
amplify,1
amplitude,1
amply,1
amuse,9
amused,4
amusement,2
amusing,3
amusingly,1
an,782
analgesic,1
analog,2
analogou,1
analysi,6
analyst,11
analytic,1
analytically,1
analyze,5
analyzing,1
anarchic,1
anchor,1
ancient,3
ancillary,1
and,6052
anecdote,1
anemic,1
anew,2
angel,2
angelic,1
anger,10
angle,8
angrily,1
angry,20
angst,1
anguished,1
angular,1
angularity,1
animal,5
animate,23
animated,2
animatedly,2
animation,36
animator,8
annal,1
anniversary,4
announce,52
announcement,19
announcer,1
annoy,11
annoyance,2
annoyed,13
annoying,3
annual,14
anodized,3
anoint,2
anonymou,1
another,134
answer,70
ant,5
ante,1
antenna,12
anthem,2
anthology,1
anti,2
anticipate,1
anticipation,1
anticorporate,1
antimaterialistic,1
antiquate,2
antiquated,1
antique,1
antiquity,1
antisocial,1
antithesi,1
antitrust,1
antiwar,3
antonym,1
anxiou,1
any,138
anybody,12
anymore,9
anyone,42
anything,57
anytime,1
anyway,13
anywhere,8
apart,21
apartment,18
apiece,4
apocalyptic,1
apologetic,1
apologize,9
apology,3
app,56
appal,9
appalled,1
appalling,1
apparent,3
apparently,2
appeal,15
appealing,2
appear,36
appearance,12
appendage,1
appetite,6
apphole,1
applaud,1
applause,18
apple,20
appliance,13
applicant,3
application,36
apply,18
appoint,5
appointee,1
appointment,3
appreciate,25
appreciated,1
appreciation,7
appreciative,5
approach,52
approachable,1
appropriate,5
appropriately,2
approval,5
approve,19
approximately,4
app,1
apricot,4
apt,1
arab,1
arbitrary,1
arborist,1
archaic,1
arched,1
architect,10
architectural,5
architecture,14
archive,1
ardor,2
area,20
arguably,1
argue,43
argument,27
argumentative,1
arid,1
arise,5
arm,6
armenian,1
armor,1
aroma,1
around,161
arpa,1
arrange,16
arrangement,11
array,4
arrest,3
arrival,3
arrive,59
arrogance,7
arrogant,10
arrogantly,1
arrow,2
art,42
artful,1
article,20
articulate,1
artificial,1
artist,48
artistic,11
artistically,1
artistry,8
,1293
ascend,1
ascended,1
ascendency,1
ascent,1
ascetic,1
asceticism,1
ashamed,3
ashram,2
asian,1
aside,12
ask,334
askance,1
asleep,2
aspect,22
aspirate,1
aspiration,2
aspire,2
as,7
assaholic,1
assail,3
assassinate,1
assassination,1
assault,1
assed,1
assemblage,1
assemble,8
assembly,6
assent,4
assert,10
assertion,3
asses,5
assessment,10
asset,4
asshole,8
assign,12
assignment,1
assistance,1
assistant,16
associate,4
assorted,1
assortment,1
assume,18
assumption,2
assurance,2
assure,13
astonish,6
astonished,1
astonishing,11
astonishingly,2
astonishment,2
astounded,2
astounding,1
astronomer,1
astronomically,1
astronomy,1
astute,1
asylum,1
at,1424
athletic,1
atmosphere,3
atom,3
atop,4
atrium,10
atrociou,1
attach,10
attached,2
attachment,2
attaché,1
attack,11
attain,2
attempt,13
attend,13
attention,21
attentive,3
attic,3
attire,1
attitude,24
attract,12
attraction,2
attractive,4
attribute,10
attune,2
attuned,1
atypical,2
auction,3
audacity,4
audience,41
audio,7
audit,5
auditorium,13
aura,7
austere,4
authentic,1
author,3
authoritative,1
authority,15
authorize,4
auto,6
autoclave,2
autocratic,1
automate,3
automatically,1
automation,1
automobile,1
avail,1
available,26
avenue,2
average,10
averse,3
aversion,4
avert,2
avocado,2
avoid,22
avoidable,1
award,8
aware,14
awarenes,11
awash,1
away,107
awe,10
awed,1
awesome,14
awful,8
awfully,1
awhile,1
awkward,8
awkwardly,1
axi,2
,11
b.o,1
baby,31
babysit,1
bachelor,4
back,371
backbone,1
backdate,1
backdating,6
backdrop,1
backfire,2
background,22
backing,1
backlit,2
backpack,2
backstage,3
backup,1
backwash,1
backyard,2
bad,73
badge,5
badger,2
badly,9
badmouth,1
baffle,7
baffled,3
bag,7
bagel,1
bait,1
bakeoff,1
baksheesh,1
balance,12
balcony,2
bald,1
balk,5
balking,1
balky,1
ball,9
ballistic,5
balloon,3
ballroom,2
ban,5
banana,1
band,28
bandit,1
bandwidth,1
bandy,2
bang,3
banish,1
bank,5
banker,3
bankrupt,1
bankruptcy,2
banner,2
bantam,1
banter,1
baptist,2
bar,21
barb,1
barbecue,1
bare,3
barefoot,7
barely,11
bargain,6
bargainer,1
bargaining,1
barge,2
bark,3
barn,1
barnlike,1
baron,1
barrel,2
barren,1
barricade,1
base,58
baseball,1
bash,1
basic,7
basically,8
basil,1
basi,6
bask,2
basket,1
bastard,1
bat,2
bath,2
bathe,4
bathroom,5
bathwater,1
battery,17
battle,20
bay,4
be,7835
beach,7
beam,12
beaming,1
bean,3
bear,41
beard,7
bearded,1
bearing,1
beast,1
beat,25
beatle,1
beatnik,1
beautiful,44
beautifully,7
beauty,12
beaver,1
became,10
because,305
become,312
bed,17
bedevil,1
bedroom,19
bedsheet,1
bedside,2
beefy,1
beehive,1
beer,2
befit,1
before,151
beg,7
begat,1
begin,241
beginner,1
beginning,26
beguile,1
beguiling,1
behalf,3
behave,8
behavior,22
behind,34
beholden,1
beige,6
being,9
belief,16
believe,109
believer,2
belittle,5
bell,1
belligerent,1
belong,2
belonging,1
belove,1
beloved,5
below,10
belt,1
bench,5
bend,11
beneath,4
beneficial,1
beneficiary,1
benefit,19
bent,2
benzene,1
berate,11
berating,1
berry,1
beside,2
beside,1
besser,1
bestiary,1
bestow,2
bet,14
betray,7
betrayal,2
betting,1
between,70
bevel,2
beverage,2
bewke,2
beyond,10
beyond!”—suddenly,1
bezel,1
bicker,1
bickering,1
bicycle,3
bid,2
big,141
bigot,1
bike,6
biker,1
bile,1
bill,5
billboard,7
billing,1
billion,27
billionaire,4
billionth,2
bin,1
binary,7
bind,1
binder,1
binge,1
biochemist,1
biographer,1
biography,7
biological,12
biology,3
biopsy,1
bipolarity,1
bird,1
birth,14
birthday,18
bishop,1
bistro,1
bit,67
bitch,1
bite,8
bitmap,1
bitmappe,7
bitter,2
bizarre,2
black,39
blackboard,3
blackmail,1
blade,2
blame,8
bland,1
blank,5
blankly,1
blare,1
blast,6
blatant,2
blatantly,1
blazer,3
bleach,2
blemish,2
blend,2
bles,1
blessing,5
blind,7
blindfold,1
blindnes,1
blink,4
blip,1
blister,1
blistering,2
blisteringly,1
blitz,1
bloated,2
block,24
blockbuster,4
blocking,1
blog,2
blogger,5
blogosphere,6
blond,3
blonde,1
blood,6
bloody,1
bloom,2
blossom,1
blot,1
blow,24
blowup,1
blue,25
bluish,1
blunt,4
bluntly,7
blurt,3
bluster,1
board,241
boarding,1
boardroom,10
boardwalk,1
boast,5
boat,11
body,21
boggling,1
bohemian,1
boil,1
bold,6
bolt,5
bomb,5
bombshell,1
bond,9
bondi,2
bonding,2
bone,5
bonfire,1
bono,1
bonu,13
boo,4
book,88
bookcase,1
bookkeeper,3
bookkeeping,1
booklet,3
bookseller,1
boolean,1
boom,2
boomer,2
booming,2
boon,1
boorish,1
boost,2
boot,5
booth,4
bootleg,7
bored,4
boredom,1
boring,5
borrow,8
bos,13
both,157
bother,6
bottle,12
bottler,2
bottom,12
bottomles,1
bounce,6
bouncy,1
bound,1
bout,2
boutique,2
bow,3
bowel,1
bower,4
bowl,4
bowling,1
box,50
boxer,1
boxy,3
boy,17
boyfriend,4
boyish,1
bozo,11
bozo,1
brace,1
brain,15
brainstorm,2
brainstorming,2
brake,1
branch,1
brand,33
branding,4
brash,3
brashnes,1
bras,1
brat,1
bratty,2
bravado,1
brave,2
bravely,1
braver,1
bravura,1
brazenly,1
breach,3
bread,4
breadboard,1
breadboarde,1
break,48
breaker,2
breakfast,5
breakthrough,5
breakup,3
breast,1
breastbone,1
breath,6
breathe,1
breathtake,1
breathtaking,1
breed,3
bribe,2
brick,4
bridge,4
brief,4
briefer,1
briefing,5
briefly,5
bright,21
brighten,2
brilliance,4
brilliant,27
brilliantly,1
brim,1
bring,102
bristle,2
bristlines,1
bristly,1
british,2
broach,1
broad,3
broadly,1
brochure,9
broke,2
broken,3
broker,1
brood,5
brother,15
brown,4
browser,3
browsing,2
bruise,3
brush,9
brusque,1
brusquely,1
brutal,12
brutalize,1
brutally,4
brutish,2
bubble,8
buccaneer,1
buck,4
bucket,2
buckle,1
bud,1
buddhist,6
buddy,8
budge,3
budget,9
budgeting,1
buff,1
buffer,1
buffoon,1
bug,15
buggy,3
build,168
builder,2
building,44
bulb,1
bulimic,1
bulk,2
bulky,2
bullet,2
bulletin,3
bullpen,2
bullshit,6
bully,4
bum,3
bumble,3
bumblebee,1
bump,4
bumper,1
bumpier,1
bunch,13
bundle,7
bungalow,2
bunny,1
buoy,1
bureau,1
bureaucratic,2
burly,2
burn,25
burner,3
burning,1
burnish,1
burrell,2
burst,17
bursting,1
bu,9
bushy,1
busines,122
businesslike,2
businessman,4
businesspeople,1
businessperson,1
bustle,1
bustling,1
busy,7
but,1317
butt,2
butter,2
butterfly,1
button,32
buy,124
buyer,3
buying,5
buzz,2
buzzer,1
by,823
bye,5
bypas,1
byte,1
bösendorfer,1
,4
,1
cabal,1
cabana,2
cabin,5
cabinet,3
cable,5
cadence,1
cadre,1
cafeteria,1
café,7
cage,2
cajole,6
cake,3
calculate,10
calculator,10
calendar,4
calf,1
caliber,1
calibrate,2
californian,1
call,330
calla,3
calligraphy,4
calling,2
callou,2
callousnes,2
calm,33
calmly,3
camaraderie,1
camcorder,3
came,2
camera,15
camp,2
campaign,18
campu,25
can,273
cancel,16
cancellation,1
cancer,61
cancerou,1
candid,1
candidate,11
candle,1
canister,1
cannery,1
cannibalization,2
cannibalize,6
canny,1
canvas,1
can’t,1
cap,3
capability,11
capable,2
capacitie,1
capacitor,1
capacity,10
capital,9
capitalist,9
capitalization,1
capitalize,5
capitulate,1
captain,1
caption,2
captivate,1
capture,6
car,58
carbon,5
carburetor,1
card,21
cardboard,3
care,66
career,21
careerist,1
careful,6
carefully,11
carelessnes,1
cares,1
caricature,1
caring,1
carob,1
carpenter,2
carpet,3
carping,2
carrier,1
carrot,10
carry,20
cart,1
cartoon,7
cartooning,1
cartridge,1
cartwheel,1
carve,1
case,91
caseworker,1
cash,16
cashmere,2
casing,3
cassette,2
cast,13
caster,2
castile,1
casual,6
casually,3
cat,4
catalog,2
catalogue,2
catapult,1
catcall,1
catch,30
categorize,1
category,4
cater,4
caterer,2
catharsi,1
catholic,1
catmull,2
cause,52
caution,4
cautionary,1
cautiou,2
caveat,3
cavernou,2
caviar,1
cavity,1
cd,15
cease,4
cede,3
ceiling,12
celebrate,21
celebration,2
celebratory,2
celebrity,12
celeriac,1
cell,16
cellar,2
cello,3
cellular,1
censor,3
censorship,1
cent,8
center,28
centerpiece,4
central,7
centralize,2
centralized,2
centrifuge,1
century,12
ceo,49
cereal,4
ceremonial,1
ceremony,6
certain,12
certainly,6
certificate,2
certify,3
chafe,1
chain,8
chair,22
chairlift,1
chairman,29
challenge,28
chamber,3
chameleon,1
chamfer,1
champ,1
champagne,1
champion,2
chance,38
chancellor,2
change,93
changeable,1
changeablenes,1
changin,4
channel,5
chant,4
chanting,1
chao,2
chapel,1
chapter,29
character,47
characteristic,1
characterize,1
charcoal,1
charge,44
chariot,1
charisma,6
charismatic,14
charitable,1
charity,1
charlatan,1
charm,15
charmer,1
charming,7
chart,15
charter,2
chase,2
chasm,2
chassi,1
chasten,1
chat,7
chateau,1
cheap,13
cheapen,1
cheaply,2
check,25
checkbook,2
checkout,3
cheek,1
cheekbone,1
cheeky,4
cheer,18
cheerful,1
cheering,1
cheerleader,1
cheese,4
cheeseburger,1
chef,1
chemical,3
chemistry,1
chemotherapy,4
cherry,2
cherubic,3
cherubim,1
ches,2
chest,6
chew,1
chicken,6
chide,1
chief,35
child,55
childhood,12
childish,1
childishly,1
childlike,5
chill,4
chime,2
chin,1
chinese,1
chip,61
chirp,1
chisel,1
chocolate,3
choice,20
choir,2
choke,7
cholesterol,1
choose,45
chop,2
chord,2
chore,1
choru,1
christen,1
christian,1
chrome,2
chronic,1
chronicle,3
chuckle,1
chunky,1
church,7
churn,4
cider,2
cigar,1
cigarette,1
cinderblock,2
circle,14
circuit,37
circuitry,1
circular,1
circulate,2
circulation,1
circumspect,2
circumvent,2
circu,3
cirrhosi,1
cite,1
city,8
civic,1
civilization,1
clad,1
claim,24
clam,1
clamber,1
clandestine,1
clap,1
clarify,1
clarity,2
clash,15
clas,45
classic,11
classical,3
classified,1
classmate,1
classroom,4
clause,1
clavier,1
clean,17
cleanly,1
cleanse,2
cleansing,1
clear,61
clearance,1
clearly,11
clear—%-%-%—and,1
cleave,1
clemency,1
clenched,1
clerk,5
clever,6
cleverly,2
clevernes,1
click,18
clicker,2
clicking,2
client,4
cliff,2
climactic,2
climate,1
climax,4
climb,3
cling,1
clinic,1
clip,7
clipboard,1
clipping,1
cloak,2
clock,2
clone,17
cloner,2
cloning,2
close,67
closed,17
closely,9
closet,7
closing,1
cloth,8
clothe,13
clothing,1
cloud,11
clout,2
clown,2
club,8
cluck,1
clue,3
clueles,6
clung,1
clunkier,1
clunky,6
cluster,1
clutch,1
clutter,1
cluttered,3
co,7
coach,8
coaching,1
coast,4
coaster,2
coat,5
coate,1
coating,2
coax,1
cobble,2
cocktail,4
cocky,1
coconspirator,1
cod,1
coda,3
coddling,1
code,25
coding,2
coeditor,1
coefficient,1
coexist,1
coffee,9
coffeehouse,1
coffeemaker,1
cofounde,1
cofounder,9
cognitive,1
coherence,2
cohesive,2
coil,2
coin,2
coincide,1
coincidence,1
coincidental,1
cold,18
coldly,3
coldnes,1
collaborate,3
collaboration,11
collaborative,2
collaboratively,1
collaborator,1
collapse,2
collar,1
collarles,1
colleague,50
collect,6
collection,1
collective,1
college,41
colloquial,1
colon,1
colonial,2
colonnade,1
color,46
colorectal,1
colored,1
colorful,9
colorfully,1
column,3
columnist,6
com,1
comatose,1
combination,10
combine,19
combined,1
combustible,1
come,531
comeback,1
comedy,6
comfortable,17
comfortably,1
comic,4
command,9
commandeer,5
commander,1
commandment,1
commencement,4
commendation,1
comment,18
commentary,1
commerce,3
commercial,40
commercialize,2
commercially,4
commission,4
commit,11
commitment,8
committed,1
committee,12
commoditize,4
commodity,1
commodore,2
common,10
commonly,1
commotion,1
communal,3
commune,6
communicate,6
communication,2
community,7
commuter,1
compact,3
companion,4
company,486
compare,7
comparison,4
compartmentalize,1
compassionate,1
compatible,14
compatriot,1
compel,3
compelling,2
compensate,1
compensation,5
compete,25
competence,1
competent,1
competition,10
competitive,5
competitivenes,1
competitor,15
compile,1
compiler,4
complacent,1
complain,22
complaint,6
complement,1
complete,26
completely,32
completion,4
complex,25
complexity,10
complicate,1
complicated,13
complication,2
compliment,4
comply,2
component,25
comport,1
compose,7
composer,1
composite,1
compost,1
compression,1
compromise,13
compulsion,3
compulsive,3
compulsively,1
compute,2
computer,399
computerize,1
computing,15
con,5
conceal,1
concede,3
conceit,1
conceive,7
concentrate,2
concentration,1
concept,25
conception,1
concern,8
concerned,1
concert,17
concession,4
concierge,1
conciliation,1
conciliatory,2
conclude,11
conclusion,7
concoct,1
concrete,5
concurrent,1
condition,7
conditioning,1
condor,1
conduct,5
conductor,1
cone,1
conference,44
confes,1
confidante,1
confide,7
confidence,14
confident,8
confidential,3
configure,2
confirm,7
conflict,14
conflicting,1
confluence,1
conform,1
conformist,1
confound,1
confront,17
confrontation,3
confrontational,1
confuse,2
confused,3
confusing,2
confusion,1
congenitally,4
congratulate,1
congratulatory,3
conjurer,1
connect,25
connected,1
connection,19
connector,3
connote,1
conquer,2
consciou,3
consciously,1
consciousnes,7
consecutive,1
consensu,3
consequence,2
consequently,1
conservative,3
consider,53
considerable,1
consideration,5
consist,1
consistent,3
consistently,1
consolation,1
consortium,3
conspicuou,2
conspicuously,1
conspiratorial,1
conspire,2
constant,4
constantly,5
constitute,1
constrain,1
construct,2
construction,5
constructive,2
consult,6
consultancy,1
consultant,9
consulting,2
consume,4
consumer,59
consummation,1
consumption,1
contact,11
contagiou,1
contain,15
contemplate,1
contemporary,2
contempt,3
contemptuou,5
contend,2
content,48
contentiou,4
contest,4
contestant,2
context,8
contingent,1
continually,1
continue,57
contort,1
contour,1
contract,15
contractor,5
contractual,1
contractually,1
contradiction,2
contradictory,2
contrary,4
contrast,6
contribute,7
contribution,5
contributor,2
control,141
controller,1
controversial,2
controversy,1
convene,4
convenience,2
convenient,2
conveniently,1
convention,2
conventional,7
convergence,1
conversation,22
conversion,1
convert,3
convertible,3
convey,8
convict,1
conviction,4
convince,52
convinced,4
convincing,2
convincingly,1
convoluted,1
cook,8
cooked,1
cookie,1
cool,20
cooler,1
coolest,1
coolly,2
coop,1
cooperate,3
cooperation,2
cooperative,1
coordinate,4
cop,3
cope,1
copier,1
copper,2
copy,32
copycat,1
copyright,1
copywriter,5
cord,3
cordial,1
core,14
coriander,1
corn,1
corner,20
cornered,1
corporate,41
corporation,9
corp,2
corral,3
correct,4
correctly,7
correlate,1
correspondent,1
corridor,6
corrupt,4
cost,55
costly,3
costume,4
cotta,1
cottage,2
cotton,1
couch,5
could,682
council,1
counsel,11
count,4
counter,21
counterculture,18
counterexample,1
counteroffer,2
counterproductive,1
countles,1
country,17
countryside,1
county,1
coup,4
coupe,1
couple,29
courage,2
course,49
court,7
courtier,1
courtly,1
courtship,4
courtyard,3
couscou,1
cousin,1
cover,59
coverage,1
covet,2
cow,1
cowboy,4
coworker,4
coy,2
cozy,1
cpu,1
crab,1
crack,7
cracker,1
cradle,4
craft,8
craftsman,2
craftsmanship,6
cram,5
crap,8
crappier,1
crappy,8
crash,4
cratere,1
crave,5
craving,1
crawl,3
craze,2
crazines,4
crazy,41
cream,7
create,174
creation,16
creative,61
creativity,18
creator,5
creature,1
credibility,3
credit,21
crediting,1
creditor,1
credo,1
creepy,1
crest,1
crestfallen,1
crew,6
crewmate,1
criminal,1
cringe,2
cripple,1
crippled,1
crisi,7
criterion,2
critic,4
critical,5
criticism,12
criticize,6
critique,3
croissant,1
crony,1
crop,1
cros,9
crossbone,1
crouch,1
crowd,18
crown,3
crucial,1
crucify,1
crude,2
crudely,1
cruel,4
cruelty,1
cruise,6
crumble,1
crummy,1
crusade,1
crush,2
crusty,1
cry,30
cryptic,1
cube,17
cubicle,6
cuddly,1
cue,3
culminate,1
culmination,2
cult,6
cultivate,5
cultural,4
culture,19
cumbersome,1
cumin,1
cunning,1
cup,3
curate,3
curator,1
curb,1
cure,2
cured”—just,1
curiosity,6
curiou,5
curiously,1
curl,1
curmudgeon,1
current,18
curriculum,3
cursive,1
cursor,12
curt,1
curtail,1
curtain,1
curtly,2
curvaceou,1
curve,6
curved,4
curvy,1
cushion,3
custom,8
customer,44
customize,2
cut,44
cute,6
cutoff,1
cutout,1
cutter,1
cutting,2
cutup,1
cyanide,1
cyberdelic,1
cyberpunk,3
cycle,4
cycling,1
,9
da,2
dabble,2
dabbling,1
dad,29
dagger,1
daily,11
dairy,3
dai,1
daisy,1
damage,4
dammit,1
damn,3
damning,1
dance,14
dancing,1
danger,4
dangerou,5
daredevil,1
daring,1
dark,25
darknes,3
darned,1
database,4
date,23
datum,17
daughter,29
dawn,4
day,286
daytime,1
daze,3
dazzle,8
dazzling,2
de,5
deactivate,1
dead,16
deadline,7
deadpanne,1
deal,142
dealer,5
dealing,1
dean,5
dear,1
death,14
deathbed,1
debate,15
debilitating,1
debt,2
debut,2
decade,32
decay,1
decaying,1
deceive,1
december,1
decent,3
decentralize,1
decide,210
decimate,1
decision,53
decisive,4
deck,6
declaration,3
declarative,2
declare,51
decline,23
decommission,2
deconstruct,2
decorate,1
decoration,1
decouple,1
decree,12
decreed,3
decry,2
dedicate,3
dedicated,1
deem,3
deep,32
deepen,1
deeply,32
defamation,1
defamed,1
default,3
defeat,1
defective,2
defend,2
defender,2
defense,3
defensive,4
defer,6
deference,2
deferential,3
deferentially,1
defiance,1
defiant,3
deficiency,2
defied,1
defile,1
define,10
defining,1
definitely,4
definition,2
definitive,1
deflate,1
deflation,1
deflect,3
deft,1
deftly,2
defunct,1
defuse,1
defy,5
degenerate,1
degenerative,1
degree,11
deity,1
deject,1
delay,10
delicacy,1
delicate,1
delight,5
delighted,1
delightful,6
delightfully,1
deliver,23
delivery,4
delude,1
deluded,1
delusion,2
delusional,1
delve,1
demand,29
demanding,2
demean,1
demeanor,5
demo,21
demographic,1
demon,4
demonstrably,2
demonstrate,13
demonstrating,1
demonstration,17
demoralize,3
demote,3
demur,4
demurral,1
den,2
denial,3
denizen,3
denominator,1
denounce,2
dent,5
dental,1
deny,9
deodorant,3
depart,3
department,13
departure,5
depend,4
dependence,1
dependent,1
depict,1
deploy,1
deposit,1
deposition,1
depressed,5
depressing,1
depression,4
deprivation,3
deprogramme,1
depth,2
deputy,5
der,1
derail,1
deride,1
derive,1
derogatory,1
descend,5
describe,61
description,5
deserve,9
design,318
designate,1
designation,2
designer,46
desire,43
desk,18
desktop,31
despair,2
desperately,3
desperation,1
despicable,1
despise,1
despite,43
despondent,1
dessert,1
destine,12
destitute,1
destroy,19
destruct,1
destructibly,1
destruction,2
destructive,8
detach,1
detachable,3
detachment,2
detail,47
detailed,4
detailing,1
detect,3
detection,1
detective,3
detention,1
deter,2
detergent,1
deteriorate,2
determination,1
determine,9
determined,4
determinism,1
detest,2
dethrone,1
detour,1
detract,4
devastate,3
develop,94
developer,22
development,22
device,137
devil,2
devilry,1
devise,7
devoid,2
devote,1
devotee,1
devotion,3
devour,1
dhurrie,1
diagnose,6
diagnosi,5
diagram,1
dial,7
dialing,2
dialogue,1
diamond,1
diary,2
dice,1
dichotomy,3
dick,2
dickles,1
dictate,4
dictator,1
dictatorial,1
dictionary,4
die,33
diet,22
dietary,3
differ,1
difference,17
different,106
differentiate,2
differently,16
difficult,20
difficulty,1
dig,2
digest,3
digestive,2
digit,1
digital,93
dignified,2
dilapidate,1
dilemma,1
diligence,2
diligent,1
diligently,1
dim,1
dime,3
dimensional,1
diminish,2
dimple,1
diner,2
dining,4
dinner,82
dint,1
diode,3
diplomacy,1
diplomat,1
diplomatic,1
dipping,2
dire,2
direct,20
direction,6
directly,27
director,41
dirty,3
disadvantaged,1
disaggregate,2
disagree,12
disagreeing,1
disagreement,12
disappear,6
disappoint,4
disappointed,5
disappointing,2
disappointment,2
disapprove,1
disaster,4
disc,3
discard,2
disciple,1
discipline,11
disclose,1
disclosure,1
disco,1
discomfort,1
discomforte,1
discomforting,1
disconcerting,1
disconnect,2
discontinue,4
discord,1
discourage,2
discourse,1
discover,33
discovery,2
discu,1
discus,42
discussion,26
disdain,3
disease,6
disengaged,1
disgruntle,1
disgruntled,1
disgust,1
disgusted,1
disgusting,1
dish,9
disillusion,1
disillusionment,1
disjointed,1
disjuncture,1
disk,34
dislike,3
disloyalty,1
dismal,1
dismantle,2
dismay,4
dismember,1
dismis,10
dismissal,1
dismissive,4
dismissively,1
disney,1
disobey,1
disorder,4
disown,1
disparage,1
dispel,2
dispensation,1
dispense,1
displace,1
display,67
displeased,1
disposable,2
disposed,2
disposition,2
dispositive,1
dispute,5
disregard,1
disrepair,1
disrupt,2
disruptive,2
dissatisfied,2
dissect,2
dissection,1
dissembling,2
disseminate,1
dissemination,1
dissipate,2
dissolve,3
dissuade,2
distance,8
distant,7
distinct,1
distinction,4
distinctive,11
distinctivenes,1
distinguish,4
distinguished,1
distort,6
distorted,1
distortion,35
distract,7
distracted,1
distraction,7
distressed,1
distribute,10
distribution,11
distributor,5
district,1
disturbing,1
dive,1
diverse,1
diversify,1
divert,1
divide,4
divinity,1
division,85
divorce,8
dna,9
do,1679
doable,1
dock,3
doctor,45
doctoral,3
doctrine,1
document,7
documentary,2
doer,1
dog,2
dogma,2
dogmatic,2
dole,2
dollar,12
domain,2
domestic,1
domestically,4
domesticity,1
dominance,5
dominant,4
dominate,13
domination,2
don,2
donate,1
donation,5
donor,3
doom,2
door,41
doorstep,1
dope,3
dorm,9
dormant,2
dormitory,1
dot,2
dote,1
double,9
doubt,8
doubter,1
doughnut,1
down,216
downer,1
downhill,1
downlink,1
download,18
downloading,1
downplay,1
downright,1
downside,2
downstair,1
downtown,1
downturn,1
dozen,20
drab,1
draft,6
draftsman,1
drag,8
drain,5
drama,6
dramatic,8
dramatically,11
drape,3
draw,33
drawback,2
drawer,5
drawing,13
dreadful,2
dream,14
dreamer,1
dreamwork,1
dreamy,1
dreary,2
dres,22
dresser,3
dreyfus,1
drift,8
drill,2
drink,8
drinker,2
drinking,2
drive,170
driver,1
driveway,2
drizzle,1
drone,4
droopy,1
drop,49
dropout,8
dropping,1
drown,1
drug,20
drum,1
drummer,1
drunk,5
dry,2
dryer,1
